SUBSTATION_VOLTAGE,SYS_NAME,EXISTING_GEN,QUEUED_GEN,TOTAL_GEN,PROJECTED_LOAD,PENETRATION_LEVEL,MAX_REMAIN_CAP,PERCENT_15_CAP,NOTE,CIRCUIT_ID,CIRCUIT_NAME,CIRCUIT_VOLTAGE,SUB_NAME,OBJECTID,Shape__Length
66/16 kV,Saugus 220/66 System,0.499,0,0.499,9.18,5.64,12.68,0.86,Interconnection studies in this area have identified adequate deliverability.,2190136,Veterans,16,San Fernando,3486,97383.7163435567
66/12 kV,San Bernardino 220/66 System,6.142,0.6,6.742,8.83,80.21,2.92,0,Interconnection studies in this area have identified adequate deliverability.,2188700,Warm Creek,12,Cardiff,3487,48820.8707236504
66/16 kV,Rio Hondo 220/66 System,0.363,0.148,0.511,13.2,4,12.67,1.45,Interconnection studies in this area have identified adequate deliverability.,2191027,Wash,16,Rio Hondo,3488,66993.7411722418
66/16 kV,Goleta 220/66 System,0.618,0.022,0.64,9.51,4.37,12.78,1.01,Interconnection studies in this area have identified adequate deliverability.,2190280,Wasp,16,Vegas,3489,76643.361847029
66/12 kV,Ellis 'C' 220/66 System,0.596,0.125,0.721,5.61,11.1,9.38,0.22,Interconnection studies in this area have identified adequate deliverability.,2188702,Waterfield,12,Brookhurst,3490,28688.9056272084
16/4.16 kV,Goleta 220/66 System,0.061,0,0.061,0.34,20.04,2.23,0,Interconnection studies in this area have identified adequate deliverability.,2188536,Via Huerto,4,Via Huerto P.T.,3491,8132.81543107998
33/4.16 kV,San Bernardino 220/66 System,0.03,0,0.03,1.32,2.25,2.27,0.17,Interconnection studies in this area have identified adequate deliverability.,2191008,Viaduct,4,Stoddard,3492,14716.9039687069
115/12 kV,Valley 'D' 500/115 System,0.113,0,0.113,7.13,1.59,9.89,0.96,Deliverability in this area has not been determined by previous interconnection studies.,2190137,Via Norte,12,Moraga,3493,80067.0643293105
66/12 kV,San Bernardino 220/66 System,0.047,0.103,0.15,5.08,3.03,9.85,0.61,Interconnection studies in this area have identified adequate deliverability.,2188703,Waterman,12,Cardiff,3494,55076.2545388286
33/12 kV,Blythe (Walc) 161/33 System,0.002,0,0.002,0.96,0.23,10,0.14,Interconnection studies in this area have identified inadequate deliverability.,2190678,Waterwheel,12,North Intake,3495,51121.4645962654
16/4.16 kV,Laguna Bell De 220/66 System,0.108,0,0.108,2.03,5.64,2.19,0.19,Interconnection studies in this area have identified adequate deliverability.,2190679,Watts,4,Graham,3496,13049.9023111156
66/12 kV,Walnut 220/66 System,0.838,0,0.838,9.34,9.12,9.15,0.55,Interconnection studies in this area have identified adequate deliverability.,2190637,Viaverde,12,Cortez,3497,56412.3382494633
66/16 kV,Moorpark 220/66 System,1.631,0.034,1.666,13.2,14.45,11.29,0.07,Interconnection studies in this area have identified adequate deliverability.,2190638,Vicasa,16,Valdez,3498,127597.81963393
66/12 kV,Mira Loma 220/66 System,1.465,0,1.465,10,11.4,8.86,0.36,Interconnection studies in this area have identified adequate deliverability.,2191009,Vicentia,12,Corona,3499,45049.9412911726
66/12 kV,Center 220/66 System,1.526,0.282,1.808,8.6,21.27,8.17,0,Interconnection studies in this area have identified adequate deliverability.,2191010,Vicki,12,Passons,3500,54101.5162719114
66/16 kV,Mesa 220/66 System,0.443,0.06,0.503,7.61,6.61,12.7,0.64,Interconnection studies in this area have identified adequate deliverability.,2190639,Video,16,Eaton,3501,49618.0163269088
66/12 kV,Del Amo 220/66 System,0.197,0.01,0.207,9.86,2.18,9.78,1.26,Interconnection studies in this area have identified adequate deliverability.,2190680,Watusi,12,Bovine,3502,48983.9866594638
66/16 kV,Lighthipe 220/66 System,0.479,0,0.479,7.9,3.91,12.89,0.88,Interconnection studies in this area have identified adequate deliverability.,2190283,Wayside,16,Fremont,3503,29449.737615264
12/4.16 kV,Barre 220/66 System,0.081,0,0.081,0.61,13.28,2.22,0.01,Interconnection studies in this area have identified adequate deliverability.,2190284,Wealth,4,Basta,3504,22129.3360466829
66/12 kV,Windhub 220/66 System,1.147,0.009,1.156,8.27,19.63,8.38,0,Interconnection studies in this area have identified adequate deliverability.,2190138,Viento,12,Monolith,3505,251729.08965806
66/4.16 kV,Del Amo 220/66 System,0.433,0,0.433,2.3,19.19,1.86,0,Interconnection studies in this area have identified adequate deliverability.,2191011,Viking,4,Lakewood,3506,19662.0883468621
16/4.16 kV,Mesa 220/66 System,0.071,0,0.071,2.26,3.13,2.23,0.27,Interconnection studies in this area have identified adequate deliverability.,2190285,Weaver,4,Hoyt,3507,21672.8326280845
66/12 kV,Rector 220/66 System,3.58,0.017,3.597,9.16,40.13,6.32,0,Interconnection studies in this area have identified inadequate deliverability.,2190286,Webb,12,Oak Grove,3508,98989.4342275859
16/4.16 kV,Laguna Bell De 220/66 System,0.071,0,0.071,2.1,3.76,2.22,0.24,Interconnection studies in this area have identified adequate deliverability.,2190287,Webbwood,4,South Gate,3509,12715.3725566056
16/4.16 kV,La Fresa 220/66 System,0.095,0,0.095,1.84,5.34,2.2,0.18,Interconnection studies in this area have identified adequate deliverability.,2188537,Villa,4,Perry,3510,15727.8471243037
12/4.16 kV,Padua 220/66 System,0.117,0,0.117,2.3,5.3,2.18,0.22,Interconnection studies in this area have identified adequate deliverability.,2191012,Village,4,Euclid,3511,16846.8449614325
12/4.16 kV,Chino 220/66 System,0.176,0.005,0.181,1.6,74.34,1.11,0,Interconnection studies in this area have identified adequate deliverability.,2190288,Weber,4,Ganesha,3512,22039.561392056
66/12 kV,Hinson 220/66 System,0.114,0.038,0.151,7.24,2.07,9.85,0.94,Interconnection studies in this area have identified adequate deliverability.,2191029,Webster,12,State Street,3513,45359.0922227979
33/12 kV,Blythe (Walc) 161/33 System,0.091,0,0.091,1.98,4.97,9.9,0.2,Interconnection studies in this area have identified inadequate deliverability.,2190682,Wedge,12,Defrain,3514,130206.48293796
33/2.4 kV,El Casco 220/115 System,0,0,0,0.21,0,1.3,0.03,Deliverability in this area has not been determined by previous interconnection studies.,2188704,Weesha,2.4,Weesha P.T.,3515,406.946354329284
115/12 kV,Devers 220/115 System,1.472,0.013,1.485,6.06,26.7,8.38,0,Deliverability in this area has not been determined by previous interconnection studies.,2190209,Viminal,12,Farrell,3516,65063.9297491219
115/12 kV,Valley 'D' 500/115 System,0.465,0,0.465,5.6,11.96,9.33,0.17,Deliverability in this area has not been determined by previous interconnection studies.,2190210,Vine,12,Moraga,3517,36446.6762901109
66/16 kV,Santa Clara 220/66 System,0.845,1.116,1.962,13.2,15.28,11.18,0,Interconnection studies in this area have identified adequate deliverability.,2190211,Vineyard,16,Saticoy,3518,83828.6947020677
16/4.16 kV,El Nido 220/66 System,0.027,0,0.027,0.93,3.23,2.27,0.11,Interconnection studies in this area have identified adequate deliverability.,2186957,Sutro,4,Lawndale,3519,11961.004365519
66/12 kV,San Bernardino 220/66 System,0.915,1.03,1.945,7.83,26.04,7.96,0,Interconnection studies in this area have identified adequate deliverability.,2186958,Sutt,12,Del Rosa,3520,85723.164224235
66/12 kV,Walnut 220/66 System,1.532,0,1.532,9.56,8.18,9.22,0.65,Interconnection studies in this area have identified adequate deliverability.,2190945,Suzy,12,Puente,3521,52058.9477960772
66/4.16 kV,La Fresa 220/66 System,0.051,0,0.051,1.25,4.05,2.25,0.14,Interconnection studies in this area have identified adequate deliverability.,2190640,Violet,4,Rolling Hills,3522,15697.5242289512
66/12 kV,Santiago 220/66 System,1.216,0,1.216,8.38,14.51,8.78,0.04,Interconnection studies in this area have identified adequate deliverability.,2190641,Violin,12,Niguel,3523,28709.5025684064
66/12 kV,Ellis 'C' 220/66 System,0.666,0,0.666,6.61,10.07,9.33,0.33,Interconnection studies in this area have identified adequate deliverability.,2190642,Viper,12,Gisler,3524,29995.4674701805
66/12 kV,Rector 220/66 System,0.416,0.064,0.479,4.57,11.41,9.48,0.16,Interconnection studies in this area have identified inadequate deliverability.,2190668,Virgil,12,Chatham,3525,219441.919095867
66/12 kV,Rector 220/66 System,0.878,0.243,1.121,8.16,12.47,8.98,0.21,Interconnection studies in this area have identified inadequate deliverability.,2190946,Swall,12,Tulare,3526,35934.7128217744
66/12 kV,Vestal 220/66 System,1.57,3.547,5.116,6.27,32.61,7.96,0,Interconnection studies in this area have identified inadequate deliverability.,2190947,Swanson,12,Delano,3527,149671.910289055
66/12 kV,Rector 220/66 System,1.147,0.036,1.183,8.69,14.12,8.77,0.08,Interconnection studies in this area have identified inadequate deliverability.,2189998,Swatzke,12,Hanford,3528,43807.7249047084
115/12 kV,Vista 220/115 System,1.028,0.014,1.042,8.27,13.04,8.92,0.16,Interconnection studies in this area have identified adequate deliverability.,2187039,Sweetwater,12,Shandin,3529,48493.1445527846
16/4.16 kV,Eagle Rock 220/66 System,0.071,0,0.071,2.07,3.41,2.23,0.24,Interconnection studies in this area have identified adequate deliverability.,2190948,Sweetzer,4,Fairfax,3530,6320.35656675368
66/12 kV,Santiago 220/66 System,0,12.6,12.6,10,61.42,3.86,0,Interconnection studies in this area have identified adequate deliverability.,2188610,Virgo,12,Estrella,3531,14446.8791750253
66/12 kV,Walnut 220/66 System,0.214,0.006,0.22,8.78,2.81,9.75,1.07,Interconnection studies in this area have identified adequate deliverability.,2190212,Vise,12,Industry,3532,29196.6716039073
66/12 kV,San Bernardino 220/66 System,0.558,0.011,0.569,7.7,7.67,9.41,0.56,Interconnection studies in this area have identified adequate deliverability.,2190669,Vitamin,12,Timoteo,3533,64928.1322025382
16/4.16 kV,Lighthipe 220/66 System,0.1,0,0.1,1.93,5.31,2.2,0.19,Interconnection studies in this area have identified adequate deliverability.,2188612,Vita,4,Brewster,3534,13167.3006323025
16/4.16 kV,Goleta 220/66 System,0.075,0.029,0.104,1.31,11.31,2.15,0.05,Interconnection studies in this area have identified adequate deliverability.,2190949,Swift,4,Montecito,3535,19902.8535768059
66/12 kV,Mira Loma 220/66 System,1.932,0.01,1.943,7.65,26.97,7.94,0,Interconnection studies in this area have identified adequate deliverability.,2190950,Swiss,12,Archibald,3536,41791.3126658453
66/12 kV,Rector 220/66 System,3.338,0,3.338,8.36,1.69,9.86,1.11,Interconnection studies in this area have identified inadequate deliverability.,2190069,Swoose,12,Visalia,3537,32853.4483861449
33/12 kV,Victor 220/115 System,1.671,0.017,1.688,8.07,21.98,8.23,0,Interconnection studies in this area have identified adequate deliverability.,2190951,Symeron,12,Rancho,3538,54563.1838608265
16/4.16 kV,Moorpark 220/66 System,0.098,0,0.098,0.6,2.76,2.28,0.07,Interconnection studies in this area have identified adequate deliverability.,2190070,Sylvia,4,Topanga,3539,1726.45515881223
66/4.16 kV,San Bernardino 220/66 System,0.091,0,0.091,1.32,6.89,2.21,0.11,Interconnection studies in this area have identified adequate deliverability.,2187784,Sylvan,4,Redlands,3540,16324.4400113712
55/2.4 kV,Inyo Sce 220/115 System,0.225,0,0.225,0.53,61.56,0.98,0,Interconnection studies in this area have identified inadequate deliverability.,2187785,Sylvania,2.4,Deep Springs,3541,1916.59624422041
12/4.16 kV,Del Amo 220/66 System,0.137,0.003,0.14,0.88,16.01,2.16,0,Interconnection studies in this area have identified adequate deliverability.,2190213,Vogan,4,Vogan P.T.,3542,2121.37646835116
115/12 kV,Devers 220/115 System,1.518,0.012,1.53,6.98,22.64,8.42,0,Deliverability in this area has not been determined by previous interconnection studies.,2188613,Volturno,12,Farrell,3543,60366.7799745408
66/12 kV,Rector 220/66 System,0.709,0.032,0.741,6.36,12.53,9.2,0.16,Interconnection studies in this area have identified inadequate deliverability.,2190670,Volney,12,Liberty,3544,38484.3287543081
66/12 kV,Rio Hondo 220/66 System,14.914,0,14.914,6.5,0.05,10,0.97,Interconnection studies in this area have identified adequate deliverability.,2188614,Von,12,Dalton,3545,45170.8541628958
66/12 kV,Villa Park 220/66 System,0.368,0.025,0.392,7.37,5.66,9.58,0.69,Interconnection studies in this area have identified adequate deliverability.,2188616,Vortex,12,Yorba Linda,3546,64466.653383655
66/12 kV,Springville 220/66 System,0.031,0,0.031,3.87,16.88,9.35,0,Interconnection studies in this area have identified inadequate deliverability.,2191014,Vossler,12,Woodville,3547,142695.207658631
66/12 kV,Ellis 'C' 220/66 System,0.005,0,0.005,5.3,0.09,10,0.79,Interconnection studies in this area have identified adequate deliverability.,2190671,Voyager,12,Gisler,3548,23485.6214258171
66/12 kV,Chino 220/66 System,0.777,0.005,0.781,7.55,10.35,9.22,0.35,Interconnection studies in this area have identified adequate deliverability.,2190683,Weeks,12,Narod,3549,49306.0479536392
66/12 kV,Lighthipe 220/66 System,5,1,6,6.94,86.4,4,0,Interconnection studies in this area have identified adequate deliverability.,2190685,Weiser,12,Alon,3550,16493.7490544715
33/4.16 kV,Victor 220/115 System,0.081,0,0.081,0.88,11.29,2.2,0.03,Interconnection studies in this area have identified adequate deliverability.,2190686,Weiss,4,Bryman,3551,62138.6023033381
66/12 kV,Villa Park 220/66 System,0.722,0,0.722,7.28,9.41,9.31,0.41,Interconnection studies in this area have identified adequate deliverability.,2191030,Weir,12,Canyon,3552,31505.1747128896
66/12 kV,Ellis 'A' 220/66 System,0.027,0,0.027,4.39,0.12,9.99,0.65,Interconnection studies in this area have identified adequate deliverability.,2188705,Weiskoff,12,Lafayette,3553,16305.471570349
66/12 kV,Mira Loma 220/66 System,0.433,0.014,0.447,8.26,7.8,9.36,0.6,Interconnection studies in this area have identified adequate deliverability.,2191031,Weirick,12,Chase,3554,63597.1937309717
66/12 kV,Center 220/66 System,2.448,0,2.448,5.48,11.1,9.39,0.21,Interconnection studies in this area have identified adequate deliverability.,2191015,Vultair,12,Imperial,3555,23819.9918100498
66/16 kV,El Nido 220/66 System,0.872,0,0.872,7.34,16.1,12.02,0,Interconnection studies in this area have identified adequate deliverability.,2191016,Vultee,16,Lennox,3556,67973.5084990005
66/12 kV,Vestal 220/66 System,0.69,0.068,0.758,8.56,13.93,8.81,0.09,Interconnection studies in this area have identified inadequate deliverability.,2191032,Welch,12,Vestal,3557,312191.033527003
33/4.8 kV,Mirage 220/115 System,0,0,0,1.94,0.55,2.69,0.28,Interconnection studies in this area have identified inadequate deliverability.,2188706,Welcome,4.8,Palm Village,3558,1565.15525144545
66/12 kV,Rector 220/66 System,0.715,0,0.715,7.06,10.47,9.26,0.32,Interconnection studies in this area have identified inadequate deliverability.,2191033,Wells,12,Venida,3559,221467.642675742
115/33 kV,Inyo Sce 220/115 System,22.5,40.7,63.2,27,224.81,0,0,Interconnection studies in this area have identified inadequate deliverability.,2191017,Vulcan,33,Casa Diablo,3560,4654.11931176398
66/12 kV,Barre 220/66 System,0.228,0,0.228,5.42,5.73,9.69,0.5,Interconnection studies in this area have identified adequate deliverability.,2191018,Waco,12,Trask,3561,34502.3455744155
16/4.16 kV,La Cienega 220/66 System,0.129,0,0.129,1.68,8.39,2.16,0.11,Interconnection studies in this area have identified adequate deliverability.,2191019,Wadsworth,4,Ocean Park,3562,11260.4931616257
66/4.16 kV,La Cienega 220/66 System,0.337,0.007,0.344,2.3,16.55,1.92,0,Interconnection studies in this area have identified adequate deliverability.,2190689,Wesley,4,Culver,3563,14100.5403753644
115/12 kV,Vista 220/115 System,0.898,1.197,2.095,8.99,23.88,7.85,0,Interconnection studies in this area have identified adequate deliverability.,2190301,Westbluff,12,Maxwell,3564,70379.5518542686
33/12 kV,Valley 'D' 500/115 System,0.95,0.008,0.957,4.56,22.49,8.98,0,Deliverability in this area has not been determined by previous interconnection studies.,2190302,Westbrook,12,Murrietta,3565,65462.8349237636
66/4.16 kV,La Fresa 220/66 System,0.039,0,0.039,2.3,1.69,2.26,0.31,Interconnection studies in this area have identified adequate deliverability.,2191020,Wagner,4,Howard,3566,21424.2612512988
66/12 kV,Etiwanda 220/66 System,0.518,0.17,0.688,8.26,8.91,9.26,0.5,Interconnection studies in this area have identified adequate deliverability.,2190214,Wahlstrom,12,Randall,3567,35275.3267017833
66/12 kV,Walnut 220/66 System,1.296,0.855,2.152,9.46,23.03,7.82,0,Interconnection studies in this area have identified adequate deliverability.,2191021,Wahoo,12,Nogales,3568,51639.2525109679
66/12 kV,Santiago 220/66 System,0.573,0.008,0.581,10,4.31,9.57,1.07,Interconnection studies in this area have identified adequate deliverability.,2191022,Wainwright,12,Macarthur,3569,63208.5853266303
115/12 kV,Valley 'D' 500/115 System,1.091,0.026,1.117,8.99,12.88,8.84,0.19,Deliverability in this area has not been determined by previous interconnection studies.,2190215,Waite,12,Skylark,3570,63194.2168730929
66/4.16 kV,Vestal 220/66 System,0,0,0,0.63,0,2.3,0.09,Interconnection studies in this area have identified inadequate deliverability.,2190303,West City,4,Delano,3571,6250.40265643089
